Row ID;Order ID;OrderDate;OrderPriority;OrderQuantity;Sales;Sales2;Discount;ShipMode;Profit;UnitPrice;ShippingCost;CustomerName;Province;Region;CustomerSegment;ProductCategory;ProductSubCategory;ProductName;ProductContainer;ProductBaseMargin;ShipDate
7009;50048;18-01-2017;High;14;35,48;35,48;0,09;Regular Air;-89,19;2,58;1,3;Chad Sievert;Manitoba;Prarie;Corporate;Office Supplies;Pens & Art Supplies;DIXON Oriole® Pencils;Wrap Bag;0,59;20-01-2017
7010;50048;18-01-2017;High;1;15;15;0,05;Regular Air;-91,02;6,84;8,37;Chad Sievert;Manitoba;Prarie;Corporate;Office Supplies;Scissors, Rulers and Trimmers;"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut";Small Pack;0,58;20-01-2017
7011;50051;04-10-2016;Medium;17;103,72;103,72;0,02;Regular Air;-152,059;5,53;6,98;Jas O'Carroll;Ontario;Ontario;Corporate;Office Supplies;Binders and Binder Accessories;Avery Durable Poly Binders;Small Box;0,39;06-10-2016
7012;50051;04-10-2016;Medium;4;185,15;185,15;0,09;Regular Air;-49,8;41,47;34,2;Jas O'Carroll;Ontario;Ontario;Corporate;Furniture;Office Furnishings;Eldon Econocleat® Chair Mats for Low Pile Carpets;Wrap Bag;0,73;06-10-2016
7013;50051;04-10-2016;Medium;15;308,64;308,64;0,03;Express Air;31,08;19,04;6,38;Jas O'Carroll;Ontario;Ontario;Corporate;Furniture;Office Furnishings;Eldon Expressions™ Desk Accessory, Wood Photo Frame, Mahogany;Small Box;0,56;04-10-2016
7014;50054;06-09-2017;Not Specified;50;5369,46;5369,46;0;Regular Air;990,26;99,99;19,99;Cynthia Delaney;Manitoba;Prarie;Corporate;Technology;Office Machines;AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting;Small Box;0,52;08-09-2017
7015;50054;06-09-2017;Not Specified;41;1439,96;1439,96;0,02;Regular Air;102,46;33,29;8,74;Cynthia Delaney;Manitoba;Prarie;Corporate;Office Supplies;Storage & Organization;Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems;Small Box;0,61;08-09-2017
7016;50055;18-10-2019;Medium;1;13,45;13,45;0;Regular Air;-88,1995;5,4;7,78;Jack O'Briant;Saskachewan;Prarie;Small Business;Office Supplies;Binders and Binder Accessories;3M Organizer Strips;Small Box;0,37;20-10-2019
7017;50055;18-10-2019;Medium;11;75,79;75,79;0,09;Regular Air;-98,77;6,68;4,91;Jack O'Briant;Saskachewan;Prarie;Small Business;Office Supplies;Paper;Xerox 1986;Small Box;0,37;20-10-2019
7018;50081;03-11-2016;Not Specified;7;538,51;538,51;0;Delivery Truck;-148,75;70,98;26,74;Guy Armstrong;Manitoba;Prarie;Corporate;Furniture;Bookcases;Hon Metal Bookcases, Black;Jumbo Box;0,6;04-11-2016
7019;50083;08-04-2018;Not Specified;33;10671,94;13671,94;0,01;Delivery Truck;5331,96;400,97;48,26;John Castell;Ontario;Ontario;Small Business;Technology;Office Machines;Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer;Jumbo Box;0,36;10-04-2018
7020;50087;15-05-2017;Not Specified;17;58,86;58,86;0,03;Regular Air;-73,04;3,29;1,35;Patrick Ryan;Saskachewan;Prarie;Corporate;Office Supplies;Rubber Bands;Acco® Hot Clips™ Clips to Go;Wrap Bag;0,4;17-05-2017
7021;50117;03-06-2018;Critical;17;47,44;47,44;0,09;Regular Air;-65,51;2,89;0,5;Allen Rosenblatt;Northwest Territories;Northwest Territories;Small Business;Office Supplies;Labels;Avery 498;Small Box;0,38;05-06-2018
7022;50118;18-03-2017;Not Specified;19;337,38;337,38;0;Delivery Truck;-469,79;15,23;27,75;Dianna Vittorini;Yukon;Yukon;Corporate;Furniture;Tables;Anderson Hickey Conga Table Tops & Accessories;Jumbo Box;0,76;19-03-2017
7023;50144;07-06-2019;Critical;36;4169,93;4169,93;0,1;Express Air;1685,535;120,98;9,07;Michael Dominguez;Ontario;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;GBC VeloBinder Electric Binding Machine;Small Box;0,35;07-06-2019
7024;50145;26-02-2018;High;18;325,58;325,58;0,06;Regular Air;92,28;18,84;3,62;Michael Grace;Saskachewan;Prarie;Corporate;Furniture;Office Furnishings;Flat Face Poster Frame;Wrap Bag;0,43;27-02-2018
7025;50145;26-02-2018;High;9;458,8;458,8;0;Regular Air;245,87;46,94;6,77;Michael Grace;Saskachewan;Prarie;Corporate;Furniture;Office Furnishings;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";Small Box;0,44;26-02-2018
7026;50146;09-08-2017;Not Specified;32;2288,642;2288,642;0,05;Regular Air;139,588;85,99;2,79;Shui Tom;Alberta;West;Consumer;Technology;Telephones and Communication;6340;Small Box;0,58;09-08-2017
7027;50147;08-10-2016;Medium;42;1504,01;1504,01;0,05;Regular Air;131,04;35,89;14,72;Denise Monton;Saskachewan;Prarie;Home Office;Office Supplies;Envelopes;Jet-Pak Recycled Peel 'N' Seal Padded Mailers;Small Box;0,4;09-10-2016
7028;50147;08-10-2016;Medium;13;163,62;163,62;0;Regular Air;-63,66;11,48;5,43;Denise Monton;Saskachewan;Prarie;Home Office;Office Supplies;Paper;Personal Creations™ Ink Jet Cards and Labels;Small Box;0,36;08-10-2016
7029;50148;01-02-2019;Medium;9;17965,45;17965,45;0;Regular Air;3079,43;1938,02;13,99;Roy Phan;Alberta;West;Consumer;Technology;Office Machines;Polycom ViewStation™ Adapter H323 Videoconferencing Unit;Medium Box;0,38;03-02-2019
7030;50181;30-05-2019;High;2;289,73;289,73;0,04;Delivery Truck;-306,21;135,99;28,63;Odella Nelson;Ontario;Ontario;Small Business;Furniture;Chairs & Chairmats;Global Deluxe High-Back Office Chair in Storm;Jumbo Drum;0,76;31-05-2019
7031;50183;24-05-2017;High;20;116,55;116,55;0,09;Express Air;-119,67;5,58;5,3;Dario Medina;Yukon;Yukon;Small Business;Office Supplies;Envelopes;Staples Brown Kraft Recycled Clasp Envelopes;Small Box;0,35;25-05-2017
7032;50208;22-01-2018;Medium;4;38,76;38,76;0,1;Express Air;-92,1325;6,23;6,97;Sarah Bern;Nova Scotia;Atlantic;Corporate;Office Supplies;Binders and Binder Accessories;Avery Hole Reinforcements;Small Box;0,36;23-01-2018
7033;50209;10-09-2017;High;34;1863,02;1863,02;0,03;Express Air;743,26;55,48;6,79;Brendan Sweed;New Brunswick;Atlantic;Consumer;Office Supplies;Paper;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;Small Box;0,37;12-09-2017
7034;50209;10-09-2017;High;2;53,3;53,3;0;Regular Air;-126,2;20,89;11,52;Brendan Sweed;New Brunswick;Atlantic;Consumer;Office Supplies;Storage & Organization;Iris® 3-Drawer Stacking Bin, Black;Small Box;0,83;11-09-2017
7035;50210;19-07-2017;Low;47;178,51;178,51;0;Regular Air;2,3;3,75;0,5;Michelle Arnett;British Columbia;West;Home Office;Office Supplies;Labels;Avery 510;Small Box;0,37;24-07-2017
7036;50210;19-07-2017;Low;15;31,32;31,32;0;Regular Air;-110,26;1,86;2,58;Michelle Arnett;British Columbia;West;Home Office;Office Supplies;Rubber Bands;Super Bands, 12/Pack;Wrap Bag;0,82;28-07-2017
7037;50242;19-07-2017;Not Specified;8;1391,7645;1391,7645;0,08;Regular Air;-806,074;205,99;8,99;Ross Baird;Manitoba;Prarie;Corporate;Technology;Telephones and Communication;TimeportP7382;Small Box;0,56;21-07-2017
7038;50246;18-08-2017;Medium;14;102,04;102,04;0,05;Express Air;-127,67;6,48;7,37;Darren Powers;Alberta;West;Corporate;Office Supplies;Paper;Xerox 210;Small Box;0,37;19-08-2017
7039;50275;05-12-2016;Medium;5;9704,37;9704,37;0,03;Express Air;-1945,913;1938,02;13,99;Gary Hwang;Manitoba;Prarie;Home Office;Technology;Office Machines;Polycom ViewStation™ Adapter H323 Videoconferencing Unit;Medium Box;0,38;06-12-2016
7040;50275;05-12-2016;Medium;31;211,94;211,94;0,05;Regular Air;-136,39;6,48;5,84;Gary Hwang;Manitoba;Prarie;Home Office;Office Supplies;Paper;Xerox 226;Small Box;0,37;06-12-2016
7041;50276;14-02-2018;Not Specified;34;390,35;390,35;0,05;Regular Air;-8,97;11,55;2,36;Bradley Talbott;Nova Scotia;Atlantic;Small Business;Office Supplies;Pens & Art Supplies;Newell 309;Wrap Bag;0,55;15-02-2018
7042;50278;25-05-2017;High;2;51,21;51,21;0;Regular Air;-107,531;20,98;8,83;Beth Thompson;Northwest Territories;Northwest Territories;Corporate;Office Supplies;Binders and Binder Accessories;Premium Transparent Presentation Covers by GBC;Small Box;0,37;25-05-2017
7043;50278;25-05-2017;High;20;2195,55;2195,55;0,01;Delivery Truck;-415,941;100,8;60;Beth Thompson;Northwest Territories;Northwest Territories;Corporate;Furniture;Tables;"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf";Jumbo Drum;0,59;27-05-2017
7044;50304;31-01-2017;Critical;22;887,98;887,98;0,04;Regular Air;159,94;39,98;9,83;Jonathan Doherty;Saskachewan;Prarie;Corporate;Office Supplies;Envelopes;Blue String-Tie & Button Interoffice Envelopes, 10 x 13;Small Box;0,4;02-02-2017
7045;50304;31-01-2017;Critical;3;72,46;72,46;0,05;Delivery Truck;-120,74;15,23;27,75;Jonathan Doherty;Saskachewan;Prarie;Corporate;Furniture;Tables;Anderson Hickey Conga Table Tops & Accessories;Jumbo Box;0,76;02-02-2017
7046;50306;20-05-2018;Medium;34;1610,89;2010,89;0,09;Regular Air;484,0685;63,98;11,55;Anemone Ratner;Ontario;Ontario;Small Business;Office Supplies;Binders and Binder Accessories;GBC DocuBind P50 Personal Binding Machine;Small Box;0,38;22-05-2018
7047;50307;15-10-2017;Low;31;536,83;536,83;0,06;Regular Air;-218,63;17,48;1,99;Bill Overfelt;Ontario;Ontario;Corporate;Technology;Computer Peripherals;Maxell Pro 80 Minute CD-R, 10/Pack;Small Pack;0,45;15-10-2017
7048;50307;15-10-2017;Low;32;1734,31;1734,31;0,06;Express Air;567,25;54,96;10,75;Bill Overfelt;Ontario;Ontario;Corporate;Office Supplies;Paper;Xerox 1940;Small Box;0,36;17-10-2017
7049;50308;18-10-2019;Low;19;86,48;86,48;0,1;Regular Air;-46,42;4,91;0,5;Liz Willingham;Quebec;Quebec;Home Office;Office Supplies;Labels;Avery 508;Small Box;0,36;25-10-2019
7050;50309;15-03-2018;Low;36;243,18;243,18;0,08;Regular Air;-394,22;6,98;9,69;Michael Nguyen;Ontario;Ontario;Small Business;Office Supplies;Storage & Organization;Eldon Shelf Savers™ Cubes and Bins;Small Box;0,83;22-03-2018
7051;50310;15-08-2016;Medium;42;1811,3;1811,3;0,07;Express Air;440,41;42,98;4,62;Sarah Foster;British Columbia;West;Corporate;Office Supplies;Appliances;Belkin F9M820V08 8 Outlet Surge;Small Box;0,56;17-08-2016
7052;50310;15-08-2016;Medium;43;4095,76;4095,76;0,03;Delivery Truck;-504,14;89,99;42;Sarah Foster;British Columbia;West;Corporate;Furniture;Chairs & Chairmats;Global Leather Task Chair, Black;Jumbo Drum;0,66;18-08-2016
7053;50310;15-08-2016;Medium;22;482,37;482,37;0,03;Regular Air;-345,97;20,95;4;Sarah Foster;British Columbia;West;Corporate;Technology;Computer Peripherals;Fellowes Basic 104-Key Keyboard, Platinum;Small Box;0,6;17-08-2016
7054;50336;04-11-2016;Not Specified;9;58,98;58,98;0;Regular Air;-97,7905;5,77;4,97;Joseph Airdo;Ontario;Ontario;Consumer;Office Supplies;Binders and Binder Accessories;Avery Binding System Hidden Tab™ Executive Style Index Sets;Small Box;0,35;05-11-2016
7055;50337;16-04-2016;Not Specified;37;122,99;122,99;0;Express Air;-58,5205;2,78;1,49;Chris Cortes;British Columbia;West;Consumer;Office Supplies;Binders and Binder Accessories;Wilson Jones Suede Grain Vinyl Binders;Small Box;0,36;17-04-2016
7056;50337;16-04-2016;Not Specified;6;14734,71;14734,71;0,1;Delivery Truck;-4178,0111;2550,14;29,7;Chris Cortes;British Columbia;West;Consumer;Technology;Office Machines;Epson DFX-8500 Dot Matrix Printer;Jumbo Drum;0,57;18-04-2016
7057;50338;23-03-2016;Not Specified;36;551,44;551,44;0;Regular Air;-351,3;13,99;7,51;Liz Price;Nova Scotia;Atlantic;Corporate;Technology;Office Machines;Sharp EL500L Fraction Calculator;Medium Box;0,39;25-03-2016
7058;50370;06-11-2019;Critical;25;122,05;122,05;0;Express Air;-147,597;4,24;5,41;Marc Crier;Manitoba;Prarie;Corporate;Office Supplies;Binders and Binder Accessories;Storex DuraTech Recycled Plastic Frosted Binders;Small Box;0,35;07-11-2019
7059;50373;02-07-2016;Critical;9;1455,04;1455,04;0,06;Regular Air;-87,58;161,55;19,99;Christina Vanderzanden;Ontario;Ontario;Small Business;Office Supplies;Storage & Organization;Fellowes Super Stor/Drawer® Files;Small Box;0,66;03-07-2016
7060;50374;30-05-2016;Not Specified;30;3482,41;3482,41;0,05;Regular Air;1363,351;120,98;9,07;Susan Vittorini;Northwest Territories;Northwest Territories;Home Office;Office Supplies;Binders and Binder Accessories;GBC VeloBinder Electric Binding Machine;Small Box;0,35;31-05-2016
7061;50403;12-05-2019;Not Specified;22;142,88;142,88;0,08;Regular Air;-44,63;6,98;1,6;Katherine Ducich;Manitoba;Prarie;Corporate;Office Supplies;Paper;Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”;Wrap Bag;0,38;13-05-2019
7062;50403;12-05-2019;Not Specified;38;264,92;264,92;0,05;Regular Air;-177,06;7,1;6,05;Katherine Ducich;British Columbia;West;Corporate;Office Supplies;Binders and Binder Accessories;"Wilson Jones Hanging View Binder, White, 1""";Small Box;0,39;14-05-2019
7063;50404;26-03-2018;High;18;3380,43;3780,43;0,05;Regular Air;825,57;210,55;9,99;Guy Armstrong;Manitoba;Prarie;Corporate;Office Supplies;Storage & Organization;24 Capacity Maxi Data Binder Racks, Pearl;Small Box;0,6;27-03-2018
7064;50404;26-03-2018;High;10;1561,68;1961,68;0,04;Regular Air;-427,002;182,55;69;Guy Armstrong;Manitoba;Prarie;Corporate;Furniture;Tables;Lesro Round Back Collection Coffee Table, End Table;Large Box;0,72;28-03-2018
7065;50405;02-07-2018;Medium;8;876,01;876,01;0,07;Regular Air;-188;111,03;8,64;Theresa Swint;Manitoba;Prarie;Small Business;Office Supplies;Storage & Organization;Fellowes Recycled Storage Drawers;Small Box;0,78;02-07-2018
7066;50432;07-06-2016;Low;7;2161,36;2161,36;0,02;Delivery Truck;-152,37;284,98;69,55;Jim Epp;New Brunswick;Atlantic;Small Business;Furniture;Chairs & Chairmats;Global Commerce™ Series High-Back Swivel/Tilt Chairs;Jumbo Drum;0,6;12-06-2016
7067;50432;07-06-2016;Low;45;2494,92;2494,92;0,08;Regular Air;736,72;55,48;14,3;Jim Epp;New Brunswick;Atlantic;Small Business;Office Supplies;Paper;Xerox 194;Small Box;0,37;09-06-2016
7068;50433;19-01-2019;Critical;50;6628,55;6628,55;0,1;Delivery Truck;701,65;145,45;17,85;Jennifer Halladay;Ontario;Ontario;Home Office;Technology;Office Machines;Panasonic KX-P1150 Dot Matrix Printer;Jumbo Drum;0,56;21-01-2019
7069;50464;27-09-2018;Critical;7;105,94;105,94;0,07;Regular Air;-93,3285;14,45;7,17;Natalie Webber;Manitoba;Prarie;Corporate;Office Supplies;Binders and Binder Accessories;"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders";Small Box;0,38;30-09-2018
7070;50465;11-03-2018;Medium;29;937,08;1337,08;0,1;Regular Air;-1033;48,91;35;Thais Sissman;Manitoba;Prarie;Small Business;Office Supplies;Storage & Organization;Tennsco Industrial Shelving;Large Box;0,83;13-03-2018
7071;50466;28-06-2019;Critical;32;6892,07;6892,07;0,05;Express Air;2674,1615;223,98;15,01;Toby Grace;Saskachewan;Prarie;Home Office;Office Supplies;Binders and Binder Accessories;GBC DocuBind TL200 Manual Binding Machine;Small Box;0,38;30-06-2019
7072;50469;19-06-2017;Not Specified;44;839,19;839,19;0;Regular Air;-303,62;17,98;8,51;Harry Marie;Manitoba;Prarie;Consumer;Technology;Office Machines;Canon P1-DHIII Palm Printing Calculator;Medium Box;0,4;20-06-2017
7073;50470;23-08-2017;Low;38;827,83;827,83;0,09;Regular Air;-137,73;22,99;8,99;Ken Dana;Alberta;West;Small Business;Office Supplies;Pens & Art Supplies;Boston KS Multi-Size Manual Pencil Sharpener;Small Pack;0,57;28-08-2017
7074;50471;03-01-2019;Low;25;5859,25;5859,25;0,02;Delivery Truck;1298,53;226,67;28,16;Deborah Brumfield;Nova Scotia;Atlantic;Corporate;Furniture;Chairs & Chairmats;Hon GuestStacker Chair;Jumbo Drum;0,59;05-01-2019
7075;50499;12-10-2018;Not Specified;18;1358,41;1758,41;0,06;Delivery Truck;158,52;100,98;15,66;Brian Derr;Manitoba;Prarie;Small Business;Office Supplies;Appliances;Avanti 1.7 Cu. Ft. Refrigerator;Jumbo Drum;0,57;13-10-2018
7076;50500;06-09-2018;Low;11;64,86;64,86;0;Regular Air;-57,95;5,43;0,95;Lisa DeCherney;New Brunswick;Atlantic;Consumer;Office Supplies;Paper;Wirebound Message Book, 4 per Page;Wrap Bag;0,36;10-09-2018
7077;50500;06-09-2018;Low;45;109,39;109,39;0,07;Express Air;-63,69;2,47;1,02;Lisa DeCherney;New Brunswick;Atlantic;Consumer;Office Supplies;Rubber Bands;Staples Paper Clips;Wrap Bag;0,38;06-09-2018
7078;50501;29-05-2016;High;31;801,45;801,45;0,01;Regular Air;-152,41;23,99;6,3;John Dryer;Saskachewan;Prarie;Corporate;Technology;Office Machines;TI 36X Solar Scientific Calculator;Medium Box;0,38;31-05-2016
7079;50503;21-11-2019;Medium;28;1538,8655;1538,8655;0,05;Regular Air;-566,329;65,99;19,99;Sanjit Chand;British Columbia;West;Home Office;Technology;Telephones and Communication;iDEN i95;Small Box;0,59;23-11-2019
7080;50532;14-08-2019;Medium;10;267,06;267,06;0,02;Regular Air;-3,534;24,95;2,99;Richard Bierner;Saskachewan;Prarie;Small Business;Office Supplies;Binders and Binder Accessories;Large Capacity Hanging Post Binders;Small Box;0,39;16-08-2019
7081;50532;14-08-2019;Medium;22;82,98;82,98;0,09;Regular Air;-66,18;4;1,3;Richard Bierner;Saskachewan;Prarie;Small Business;Office Supplies;Paper;EcoTones® Memo Sheets;Wrap Bag;0,37;15-08-2019
7082;50533;31-05-2018;Not Specified;32;1574,66;1974,66;0,06;Express Air;-1009,68;64,65;35;Adam Bellavance;Ontario;Ontario;Small Business;Office Supplies;Storage & Organization;Space Solutions Commercial Steel Shelving;Large Box;0,8;02-06-2018
7083;50533;31-05-2018;Not Specified;3;73,44;73,44;0;Delivery Truck;-113,784;15,23;27,75;Adam Bellavance;Ontario;Ontario;Small Business;Furniture;Tables;Anderson Hickey Conga Table Tops & Accessories;Jumbo Box;0,76;01-06-2018
7084;50563;16-07-2018;High;2;423,04;423,04;0,05;Express Air;-350,7;210,55;9,99;Alejandro Ballentine;Alberta;West;Small Business;Office Supplies;Storage & Organization;24 Capacity Maxi Data Binder Racks, Pearl;Small Box;0,6;17-07-2018
7085;50563;16-07-2018;High;20;1797,4115;2197,4115;0;Express Air;-74,036;125,99;7,69;Alejandro Ballentine;Alberta;West;Small Business;Technology;Telephones and Communication;Timeport L7089;Small Box;0,58;17-07-2018
7086;50564;02-03-2019;High;30;11041,42;11041,42;0,07;Regular Air;4376,2525;387,99;19,99;Julie Prescott;Ontario;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;Fellowes PB300 Plastic Comb Binding Machine;Small Box;0,38;04-03-2019
7087;50565;30-08-2019;High;43;683,46;683,46;0,09;Regular Air;-218,82;16,98;12,39;Sylvia Foulston;Northwest Territories;Northwest Territories;Corporate;Office Supplies;Envelopes;Brown Kraft Recycled Envelopes;Small Box;0,35;30-08-2019
7088;50566;07-09-2018;Not Specified;48;389,28;389,28;0,1;Regular Air;-117,43;8,67;3,5;Dan Lawera;Ontario;Ontario;Corporate;Office Supplies;Appliances;Staples 4 Outlet Surge Protector;Small Box;0,58;09-09-2018
7089;50567;05-02-2019;Medium;22;1505,67;1505,67;0,1;Delivery Truck;-496,23;70,98;30;Vivek Sundaresam;Quebec;Quebec;Home Office;Furniture;Chairs & Chairmats;Novimex Turbo Task Chair;Jumbo Drum;0,73;06-02-2019
7090;50594;17-05-2017;Low;39;173,47;173,47;0,05;Regular Air;-84,96;4,63;1,93;Shui Tom;Alberta;West;Consumer;Office Supplies;Pens & Art Supplies;Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set;Wrap Bag;0,52;19-05-2017
7091;50594;17-05-2017;Low;48;2832,88;2832,88;0,01;Regular Air;288,961;65,99;8,8;Shui Tom;Alberta;West;Consumer;Technology;Telephones and Communication;6120;Small Box;0,58;26-05-2017
7092;50625;23-04-2016;Medium;10;29,12;29,12;0,08;Regular Air;-72,87;2,88;0,5;Frank Merwin;Alberta;West;Consumer;Office Supplies;Labels;Avery 507;Small Box;0,39;24-04-2016
7093;50626;20-10-2016;Medium;18;3267,41;3267,41;0;Delivery Truck;188,19;170,98;35,89;Dean Percer;New Brunswick;Atlantic;Consumer;Furniture;Bookcases;"Rush Hierlooms Collection 1"" Thick Stackable Bookcases";Jumbo Box;0,66;21-10-2016
7094;50626;20-10-2016;Medium;42;26126,92;26126,92;0,04;Regular Air;9118,6;599,99;24,49;Dean Percer;New Brunswick;Atlantic;Consumer;Technology;Copiers and Fax;Canon PC1080F Personal Copier;Large Box;0,5;22-10-2016
7095;50656;25-10-2016;Critical;42;194,2;194,2;0;Regular Air;-219,13;4,37;5,15;Patrick Bzostek;British Columbia;West;Consumer;Office Supplies;Appliances;Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags;Small Box;0,59;27-10-2016
7096;50656;25-10-2016;Critical;31;16451,33;16451,33;0,01;Delivery Truck;5265,14;500,98;56;Patrick Bzostek;British Columbia;West;Consumer;Furniture;Chairs & Chairmats;Global Troy™ Executive Leather Low-Back Tilter;Jumbo Drum;0,6;26-10-2016
7097;50656;25-10-2016;Critical;39;485,97;485,97;0,02;Regular Air;-11,4;12,58;5,16;Patrick Bzostek;British Columbia;West;Consumer;Furniture;Office Furnishings;DAX Copper Panel Document Frame, 5 x 7 Size;Small Box;0,43;25-10-2016
7098;50656;25-10-2016;Critical;15;109,71;109,71;0,1;Regular Air;-80,95;7,7;3,68;Patrick Bzostek;British Columbia;West;Consumer;Furniture;Office Furnishings;Deflect-O® Glasstique™ Clear Desk Accessories;Wrap Bag;0,52;26-10-2016
7099;50657;18-12-2018;High;40;315,45;315,45;0,01;Regular Air;-385,877;7,38;11,51;Aleksandra Gannaway;New Brunswick;Atlantic;Corporate;Office Supplies;Binders and Binder Accessories;GBC Plastic Binding Combs;Small Box;0,36;19-12-2018
7100;50657;18-12-2018;High;16;60,02;60,02;0,1;Express Air;-79,06;3,71;1,93;Aleksandra Gannaway;New Brunswick;Atlantic;Corporate;Office Supplies;Paper;"""While you Were Out"" Message Book, One Form per Page";Wrap Bag;0,35;20-12-2018
7101;50657;18-12-2018;High;49;7013,29;7413,29;0,01;Delivery Truck;1088,23;150,98;16,01;Aleksandra Gannaway;New Brunswick;Atlantic;Corporate;Furniture;Tables;"Iceberg OfficeWorks 42"" Round Tables";Jumbo Box;0,7;20-12-2018
7102;50663;09-11-2017;Critical;26;1614,84;1614,84;0,02;Express Air;-796,55;60,98;49;Jim Kriz;Ontario;Ontario;Consumer;Office Supplies;Appliances;Euro Pro Shark Stick Mini Vacuum;Large Box;0,59;10-11-2017
7103;50688;16-12-2018;Critical;50;600,22;600,22;0,08;Regular Air;-52,14;12,98;3,14;Joy Bell;Northwest Territories;Northwest Territories;Home Office;Office Supplies;Scissors, Rulers and Trimmers;"Acme® 8"" Straight Scissors";Small Pack;0,6;17-12-2018
7104;50692;17-09-2017;High;28;327,95;327,95;0;Regular Air;-36,3185;10,98;5,14;Shirley Schmidt;Quebec;Quebec;Corporate;Office Supplies;Binders and Binder Accessories;GBC Imprintable Covers;Small Box;0,36;19-09-2017
7105;50692;17-09-2017;High;47;5606,91;5606,91;0,06;Delivery Truck;-360,854983;124,49;51,94;Shirley Schmidt;Quebec;Quebec;Corporate;Furniture;Tables;Bevis 36 x 72 Conference Tables;Jumbo Box;0,63;19-09-2017
7106;50721;27-02-2019;High;33;9758,7;9758,7;0,04;Regular Air;3713,703;304,99;19,99;Jennifer Halladay;Ontario;Ontario;Home Office;Office Supplies;Binders and Binder Accessories;Ibico Hi-Tech Manual Binding System;Small Box;0,4;28-02-2019
7107;50725;23-11-2017;Medium;1;129,88;129,88;0,1;Delivery Truck;-149,9;110,98;30;Muhammed Yedwab;Quebec;Quebec;Consumer;Furniture;Chairs & Chairmats;Office Star Flex Back Scooter Chair with White Frame;Jumbo Drum;0,71;24-11-2017
7108;50725;23-11-2017;Medium;19;2441,1405;2441,1405;0,05;Regular Air;-118,037;155,99;8,99;Muhammed Yedwab;New Brunswick;Atlantic;Consumer;Technology;Telephones and Communication;R280;Small Box;0,55;25-11-2017
7109;50726;31-10-2018;Low;45;8848,74;9248,74;0;Delivery Truck;2472;200,98;23,76;Ruben Dartt;Alberta;West;Corporate;Furniture;Chairs & Chairmats;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;Jumbo Drum;0,58;04-11-2018
7110;50726;31-10-2018;Low;21;98,88;98,88;0,07;Express Air;-43,99;4,13;0,99;Ruben Dartt;Alberta;West;Corporate;Office Supplies;Labels;Avery 491;Small Box;0,39;31-10-2018
7111;50754;09-12-2016;Not Specified;9;64,0305;64,0305;0,06;Regular Air;-438,344;7,99;5,03;Becky Castell;Northwest Territories;Northwest Territories;Consumer;Technology;Telephones and Communication;Bell Sonecor JB700 Caller ID;Medium Box;0,6;10-12-2016
7112;50756;09-09-2017;Not Specified;19;470,39;470,39;0,08;Regular Air;-527,99;26,31;5,89;Ionia McGrath;Saskachewan;Prarie;Home Office;Technology;Computer Peripherals;Micro Innovations Micro 3000 Keyboard, Black;Small Box;0,75;10-09-2017
7113;50756;09-09-2017;Not Specified;2;15,04;15,04;0,02;Regular Air;-86,12;7,31;0,49;Ionia McGrath;Saskachewan;Prarie;Home Office;Office Supplies;Labels;Self-Adhesive Address Labels for Typewriters by Universal;Small Box;0,38;09-09-2017
7114;50758;12-07-2019;Medium;17;128,5;128,5;0,02;Express Air;-124,69;6,68;6,93;Ritsa Hightower;Ontario;Ontario;Corporate;Office Supplies;Paper;HP Office Paper (20Lb. and 87 Bright);Small Box;0,37;14-07-2019
7115;50759;19-03-2017;Low;46;2422,721;2422,721;0,1;Regular Air;-13,817;65,99;8,99;Deborah Brumfield;Quebec;Quebec;Corporate;Technology;Telephones and Communication;Talkabout T8367;Small Box;0,56;24-03-2017
7116;50784;10-02-2019;High;20;638,72;638,72;0,04;Regular Air;-510,88;32,98;5,5;Chuck Magee;Manitoba;Prarie;Corporate;Technology;Computer Peripherals;PC Concepts 116 Key Quantum 3000 Keyboard;Small Box;0,75;11-02-2019
7117;50786;12-10-2016;Low;4;487,72;487,72;0,06;Delivery Truck;-572,2961;119,99;14;Cindy Stewart;Yukon;Yukon;Consumer;Technology;Office Machines;Epson C82 Color Inkjet Printer;Jumbo Drum;0,36;19-10-2016
7118;50789;12-03-2018;Not Specified;23;8273,9;8673,9;0,1;Regular Air;3360,052;387,99;19,99;Tracy Collins;Manitoba;Prarie;Consumer;Office Supplies;Binders and Binder Accessories;Fellowes PB300 Plastic Comb Binding Machine;Small Box;0,38;14-03-2018
